Hash Code 2021

Simulation
----------
Duration     : 676
Intersections: 500
Streets      : 998
Cars         : 1000
Max score    : 921203
Bonus points : 500

Schedule
--------
Intersections   : 500
Street lights   : 956
Arrived cars    : 839
Earliest arrival: 3
Latest arrival  : 676
Crossed streets : 952
Total wait time : 85211
Schedule score  : 718069
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 377, intersection 499: 677 total wait time, 221 streets in the intersection
Street 713, intersection 499: 677 total wait time, 221 streets in the intersection
Street 205, intersection 499: 677 total wait time, 221 streets in the intersection
Street 269, intersection 499: 677 total wait time, 221 streets in the intersection
Street 9, intersection 499: 677 total wait time, 221 streets in the intersection
Street 537, intersection 499: 677 total wait time, 221 streets in the intersection
Street 17, intersection 499: 677 total wait time, 221 streets in the intersection
Street 141, intersection 499: 677 total wait time, 221 streets in the intersection
Street 25, intersection 499: 677 total wait time, 221 streets in the intersection
Street 233, intersection 499: 677 total wait time, 221 streets in the intersection
Street 109, intersection 499: 677 total wait time, 221 streets in the intersection
Street 41, intersection 499: 677 total wait time, 221 streets in the intersection
Street 545, intersection 499: 677 total wait time, 221 streets in the intersection
Street 569, intersection 499: 677 total wait time, 221 streets in the intersection
Street 833, intersection 499: 677 total wait time, 221 streets in the intersection
Street 565, intersection 499: 677 total wait time, 221 streets in the intersection
Street 333, intersection 499: 677 total wait time, 221 streets in the intersection
Street 613, intersection 499: 677 total wait time, 221 streets in the intersection
Street 909, intersection 499: 677 total wait time, 221 streets in the intersection
Street 225, intersection 499: 677 total wait time, 221 streets in the intersection
Street 649, intersection 499: 677 total wait time, 221 streets in the intersection
Street 581, intersection 499: 677 total wait time, 221 streets in the intersection
Street 285, intersection 499: 677 total wait time, 221 streets in the intersection
Street 209, intersection 499: 677 total wait time, 221 streets in the intersection
Street 337, intersection 499: 677 total wait time, 221 streets in the intersection
Street 253, intersection 499: 677 total wait time, 221 streets in the intersection
Street 665, intersection 499: 677 total wait time, 221 streets in the intersection
Street 501, intersection 499: 677 total wait time, 221 streets in the intersection
Street 341, intersection 499: 677 total wait time, 221 streets in the intersection
Street 477, intersection 499: 677 total wait time, 221 streets in the intersection
Street 89, intersection 499: 677 total wait time, 221 streets in the intersection
Street 769, intersection 499: 677 total wait time, 221 streets in the intersection
Street 73, intersection 499: 676 total wait time, 221 streets in the intersection
Street 669, intersection 499: 674 total wait time, 221 streets in the intersection
Street 317, intersection 499: 670 total wait time, 221 streets in the intersection
Street 473, intersection 499: 664 total wait time, 221 streets in the intersection
Street 553, intersection 499: 659 total wait time, 221 streets in the intersection
Street 929, intersection 499: 653 total wait time, 221 streets in the intersection
Street 281, intersection 499: 650 total wait time, 221 streets in the intersection
Street 617, intersection 499: 647 total wait time, 221 streets in the intersection
Street 105, intersection 499: 639 total wait time, 221 streets in the intersection
Street 681, intersection 499: 634 total wait time, 221 streets in the intersection
Street 817, intersection 499: 621 total wait time, 221 streets in the intersection
Street 777, intersection 499: 620 total wait time, 221 streets in the intersection
Street 221, intersection 499: 616 total wait time, 221 streets in the intersection
Street 181, intersection 499: 612 total wait time, 221 streets in the intersection
Street 985, intersection 499: 601 total wait time, 221 streets in the intersection
Street 745, intersection 499: 597 total wait time, 221 streets in the intersection
Street 641, intersection 499: 594 total wait time, 221 streets in the intersection
Street 349, intersection 499: 589 total wait time, 221 streets in the intersection
Street 961, intersection 499: 584 total wait time, 221 streets in the intersection
Street 497, intersection 499: 582 total wait time, 221 streets in the intersection
Street 85, intersection 499: 581 total wait time, 221 streets in the intersection
Street 21, intersection 499: 577 total wait time, 221 streets in the intersection
Street 605, intersection 499: 570 total wait time, 221 streets in the intersection
Street 809, intersection 499: 570 total wait time, 221 streets in the intersection
Street 481, intersection 499: 565 total wait time, 221 streets in the intersection
Street 157, intersection 499: 559 total wait time, 221 streets in the intersection
Street 189, intersection 499: 552 total wait time, 221 streets in the intersection
Street 529, intersection 499: 550 total wait time, 221 streets in the intersection
Street 301, intersection 499: 544 total wait time, 221 streets in the intersection
Street 493, intersection 499: 543 total wait time, 221 streets in the intersection
Street 489, intersection 499: 541 total wait time, 221 streets in the intersection
Street 877, intersection 499: 541 total wait time, 221 streets in the intersection
Street 593, intersection 499: 537 total wait time, 221 streets in the intersection
Street 445, intersection 499: 535 total wait time, 221 streets in the intersection
Street 813, intersection 499: 533 total wait time, 221 streets in the intersection
Street 905, intersection 499: 525 total wait time, 221 streets in the intersection
Street 137, intersection 499: 512 total wait time, 221 streets in the intersection
Street 585, intersection 499: 509 total wait time, 221 streets in the intersection
Street 369, intersection 499: 506 total wait time, 221 streets in the intersection
Street 829, intersection 499: 503 total wait time, 221 streets in the intersection
Street 469, intersection 499: 503 total wait time, 221 streets in the intersection
Street 917, intersection 499: 501 total wait time, 221 streets in the intersection
Street 133, intersection 499: 494 total wait time, 221 streets in the intersection
Street 541, intersection 499: 492 total wait time, 221 streets in the intersection
Street 37, intersection 499: 491 total wait time, 221 streets in the intersection
Street 969, intersection 499: 490 total wait time, 221 streets in the intersection
Street 373, intersection 499: 488 total wait time, 221 streets in the intersection
Street 845, intersection 499: 487 total wait time, 221 streets in the intersection
Street 805, intersection 499: 485 total wait time, 221 streets in the intersection
Street 825, intersection 499: 483 total wait time, 221 streets in the intersection
Street 729, intersection 499: 480 total wait time, 221 streets in the intersection
Street 149, intersection 499: 477 total wait time, 221 streets in the intersection
Street 717, intersection 499: 473 total wait time, 221 streets in the intersection
Street 933, intersection 499: 471 total wait time, 221 streets in the intersection
Street 389, intersection 499: 468 total wait time, 221 streets in the intersection
Street 949, intersection 499: 465 total wait time, 221 streets in the intersection
Street 197, intersection 499: 462 total wait time, 221 streets in the intersection
Street 93, intersection 499: 460 total wait time, 221 streets in the intersection
Street 433, intersection 499: 460 total wait time, 221 streets in the intersection
Street 957, intersection 499: 452 total wait time, 221 streets in the intersection
Street 577, intersection 499: 446 total wait time, 221 streets in the intersection
Street 749, intersection 499: 443 total wait time, 221 streets in the intersection
Street 57, intersection 499: 430 total wait time, 221 streets in the intersection
Street 49, intersection 499: 430 total wait time, 221 streets in the intersection
Street 793, intersection 499: 425 total wait time, 221 streets in the intersection
Street 937, intersection 499: 422 total wait time, 221 streets in the intersection
Street 697, intersection 499: 420 total wait time, 221 streets in the intersection
Street 265, intersection 499: 419 total wait time, 221 streets in the intersection
Street 385, intersection 499: 405 total wait time, 221 streets in the intersection
Street 297, intersection 499: 404 total wait time, 221 streets in the intersection
Street 941, intersection 499: 397 total wait time, 221 streets in the intersection
Street 361, intersection 499: 385 total wait time, 221 streets in the intersection
Street 561, intersection 499: 384 total wait time, 221 streets in the intersection
Street 345, intersection 499: 380 total wait time, 221 streets in the intersection
Street 261, intersection 499: 378 total wait time, 221 streets in the intersection
Street 409, intersection 499: 376 total wait time, 221 streets in the intersection
Street 165, intersection 499: 373 total wait time, 221 streets in the intersection
Street 453, intersection 499: 372 total wait time, 221 streets in the intersection
Street 785, intersection 499: 371 total wait time, 221 streets in the intersection
Street 977, intersection 499: 365 total wait time, 221 streets in the intersection
Street 173, intersection 499: 356 total wait time, 221 streets in the intersection
Street 661, intersection 499: 354 total wait time, 221 streets in the intersection
Street 277, intersection 499: 341 total wait time, 221 streets in the intersection
Street 329, intersection 499: 341 total wait time, 221 streets in the intersection
Street 129, intersection 499: 341 total wait time, 221 streets in the intersection
Street 45, intersection 499: 340 total wait time, 221 streets in the intersection
Street 981, intersection 499: 340 total wait time, 221 streets in the intersection
Street 153, intersection 499: 340 total wait time, 221 streets in the intersection
Street 549, intersection 499: 336 total wait time, 221 streets in the intersection
Street 757, intersection 499: 330 total wait time, 221 streets in the intersection
Street 457, intersection 499: 319 total wait time, 221 streets in the intersection
Street 1, intersection 499: 314 total wait time, 221 streets in the intersection
Street 741, intersection 499: 290 total wait time, 221 streets in the intersection
Street 213, intersection 499: 276 total wait time, 221 streets in the intersection
Street 881, intersection 499: 274 total wait time, 221 streets in the intersection
Street 101, intersection 499: 272 total wait time, 221 streets in the intersection
Street 401, intersection 499: 272 total wait time, 221 streets in the intersection
Street 677, intersection 499: 267 total wait time, 221 streets in the intersection
Street 993, intersection 499: 267 total wait time, 221 streets in the intersection
Street 77, intersection 499: 266 total wait time, 221 streets in the intersection
Street 289, intersection 499: 264 total wait time, 221 streets in the intersection
Street 653, intersection 499: 255 total wait time, 221 streets in the intersection
Street 633, intersection 499: 255 total wait time, 221 streets in the intersection
Street 393, intersection 499: 253 total wait time, 221 streets in the intersection
Street 753, intersection 499: 251 total wait time, 221 streets in the intersection
Street 313, intersection 499: 251 total wait time, 221 streets in the intersection
Street 869, intersection 499: 242 total wait time, 221 streets in the intersection
Street 321, intersection 499: 240 total wait time, 221 streets in the intersection
Street 461, intersection 499: 238 total wait time, 221 streets in the intersection
Street 65, intersection 499: 237 total wait time, 221 streets in the intersection
Street 601, intersection 499: 235 total wait time, 221 streets in the intersection
Street 853, intersection 499: 235 total wait time, 221 streets in the intersection
Street 989, intersection 499: 234 total wait time, 221 streets in the intersection
Street 997, intersection 499: 232 total wait time, 221 streets in the intersection
Street 121, intersection 499: 231 total wait time, 221 streets in the intersection
Street 801, intersection 499: 231 total wait time, 221 streets in the intersection
Street 973, intersection 499: 229 total wait time, 221 streets in the intersection
Street 897, intersection 499: 228 total wait time, 221 streets in the intersection
Street 861, intersection 499: 219 total wait time, 221 streets in the intersection
Street 405, intersection 499: 218 total wait time, 221 streets in the intersection
Street 161, intersection 499: 217 total wait time, 221 streets in the intersection
Street 849, intersection 499: 211 total wait time, 221 streets in the intersection
Street 821, intersection 499: 209 total wait time, 221 streets in the intersection
Street 841, intersection 499: 209 total wait time, 221 streets in the intersection
Street 689, intersection 499: 208 total wait time, 221 streets in the intersection
Street 309, intersection 499: 207 total wait time, 221 streets in the intersection
Street 953, intersection 499: 203 total wait time, 221 streets in the intersection
Street 117, intersection 499: 197 total wait time, 221 streets in the intersection
Street 353, intersection 499: 191 total wait time, 221 streets in the intersection
Street 245, intersection 499: 176 total wait time, 221 streets in the intersection
Street 29, intersection 499: 174 total wait time, 221 streets in the intersection
Street 773, intersection 499: 173 total wait time, 221 streets in the intersection
Street 113, intersection 499: 156 total wait time, 221 streets in the intersection
Street 185, intersection 499: 152 total wait time, 221 streets in the intersection
Street 425, intersection 499: 149 total wait time, 221 streets in the intersection
Street 645, intersection 499: 140 total wait time, 221 streets in the intersection
Street 597, intersection 499: 139 total wait time, 221 streets in the intersection
Street 945, intersection 499: 138 total wait time, 221 streets in the intersection
Street 273, intersection 499: 138 total wait time, 221 streets in the intersection
Street 125, intersection 499: 131 total wait time, 221 streets in the intersection
Street 901, intersection 499: 130 total wait time, 221 streets in the intersection
Street 765, intersection 499: 124 total wait time, 221 streets in the intersection
Street 889, intersection 499: 118 total wait time, 221 streets in the intersection
Street 293, intersection 499: 117 total wait time, 221 streets in the intersection
Street 789, intersection 499: 111 total wait time, 221 streets in the intersection
Street 217, intersection 499: 111 total wait time, 221 streets in the intersection
Street 573, intersection 499: 110 total wait time, 221 streets in the intersection
Street 761, intersection 499: 108 total wait time, 221 streets in the intersection
Street 865, intersection 499: 96 total wait time, 221 streets in the intersection
Street 705, intersection 499: 91 total wait time, 221 streets in the intersection
Street 381, intersection 499: 85 total wait time, 221 streets in the intersection
Street 657, intersection 499: 81 total wait time, 221 streets in the intersection
Street 257, intersection 499: 79 total wait time, 221 streets in the intersection
Street 505, intersection 499: 74 total wait time, 221 streets in the intersection
Street 685, intersection 499: 74 total wait time, 221 streets in the intersection
Street 513, intersection 499: 73 total wait time, 221 streets in the intersection
Street 873, intersection 499: 67 total wait time, 221 streets in the intersection
Street 517, intersection 499: 62 total wait time, 221 streets in the intersection
Street 13, intersection 499: 61 total wait time, 221 streets in the intersection
Street 325, intersection 499: 58 total wait time, 221 streets in the intersection
Street 525, intersection 499: 57 total wait time, 221 streets in the intersection
Street 69, intersection 499: 41 total wait time, 221 streets in the intersection
Street 965, intersection 499: 39 total wait time, 221 streets in the intersection
Street 609, intersection 499: 35 total wait time, 221 streets in the intersection
Street 533, intersection 499: 32 total wait time, 221 streets in the intersection
Street 485, intersection 499: 26 total wait time, 221 streets in the intersection
Street 673, intersection 499: 23 total wait time, 221 streets in the intersection
Street 797, intersection 499: 22 total wait time, 221 streets in the intersection
Street 721, intersection 499: 19 total wait time, 221 streets in the intersection
Street 560, intersection 281: 16 total wait time, 2 streets in the intersection
Street 53, intersection 499: 13 total wait time, 221 streets in the intersection
Round 65, no improvement
Greedy improver: 10 min wait time, 500 max streets per round
Street 233, intersection 499: 677 total wait time, 221 streets in the intersection
Street 713, intersection 499: 677 total wait time, 221 streets in the intersection
Street 269, intersection 499: 677 total wait time, 221 streets in the intersection
Street 17, intersection 499: 677 total wait time, 221 streets in the intersection
Street 833, intersection 499: 677 total wait time, 221 streets in the intersection
Street 209, intersection 499: 677 total wait time, 221 streets in the intersection
Street 377, intersection 499: 677 total wait time, 221 streets in the intersection
Street 205, intersection 499: 677 total wait time, 221 streets in the intersection
Street 337, intersection 499: 677 total wait time, 221 streets in the intersection
Street 9, intersection 499: 677 total wait time, 221 streets in the intersection
Street 565, intersection 499: 677 total wait time, 221 streets in the intersection
Street 333, intersection 499: 677 total wait time, 221 streets in the intersection
Street 25, intersection 499: 677 total wait time, 221 streets in the intersection
Street 285, intersection 499: 677 total wait time, 221 streets in the intersection
Street 781, intersection 499: 677 total wait time, 221 streets in the intersection
Street 581, intersection 499: 677 total wait time, 221 streets in the intersection
Street 537, intersection 499: 677 total wait time, 221 streets in the intersection
Street 909, intersection 499: 677 total wait time, 221 streets in the intersection
Street 545, intersection 499: 677 total wait time, 221 streets in the intersection
Street 621, intersection 499: 677 total wait time, 221 streets in the intersection
Street 109, intersection 499: 677 total wait time, 221 streets in the intersection
Street 365, intersection 499: 677 total wait time, 221 streets in the intersection
Street 341, intersection 499: 677 total wait time, 221 streets in the intersection
Street 41, intersection 499: 677 total wait time, 221 streets in the intersection
Street 665, intersection 499: 677 total wait time, 221 streets in the intersection
Street 225, intersection 499: 677 total wait time, 221 streets in the intersection
Street 89, intersection 499: 677 total wait time, 221 streets in the intersection
Street 253, intersection 499: 677 total wait time, 221 streets in the intersection
Street 589, intersection 499: 677 total wait time, 221 streets in the intersection
Street 649, intersection 499: 677 total wait time, 221 streets in the intersection
Street 569, intersection 499: 677 total wait time, 221 streets in the intersection
Street 613, intersection 499: 677 total wait time, 221 streets in the intersection
Street 477, intersection 499: 677 total wait time, 221 streets in the intersection
Street 769, intersection 499: 677 total wait time, 221 streets in the intersection
Street 141, intersection 499: 677 total wait time, 221 streets in the intersection
Street 893, intersection 499: 677 total wait time, 221 streets in the intersection
Street 145, intersection 499: 677 total wait time, 221 streets in the intersection
Street 501, intersection 499: 677 total wait time, 221 streets in the intersection
Street 73, intersection 499: 676 total wait time, 221 streets in the intersection
Street 669, intersection 499: 674 total wait time, 221 streets in the intersection
Street 317, intersection 499: 670 total wait time, 221 streets in the intersection
Street 473, intersection 499: 664 total wait time, 221 streets in the intersection
Street 553, intersection 499: 659 total wait time, 221 streets in the intersection
Street 929, intersection 499: 653 total wait time, 221 streets in the intersection
Street 281, intersection 499: 650 total wait time, 221 streets in the intersection
Street 617, intersection 499: 647 total wait time, 221 streets in the intersection
Street 105, intersection 499: 639 total wait time, 221 streets in the intersection
Street 681, intersection 499: 634 total wait time, 221 streets in the intersection
Street 817, intersection 499: 621 total wait time, 221 streets in the intersection
Street 777, intersection 499: 620 total wait time, 221 streets in the intersection
Street 221, intersection 499: 616 total wait time, 221 streets in the intersection
Street 181, intersection 499: 612 total wait time, 221 streets in the intersection
Street 985, intersection 499: 601 total wait time, 221 streets in the intersection
Street 745, intersection 499: 597 total wait time, 221 streets in the intersection
Street 641, intersection 499: 594 total wait time, 221 streets in the intersection
Street 349, intersection 499: 589 total wait time, 221 streets in the intersection
Street 961, intersection 499: 584 total wait time, 221 streets in the intersection
Street 497, intersection 499: 582 total wait time, 221 streets in the intersection
Street 85, intersection 499: 581 total wait time, 221 streets in the intersection
Street 21, intersection 499: 577 total wait time, 221 streets in the intersection
Street 605, intersection 499: 570 total wait time, 221 streets in the intersection
Street 809, intersection 499: 570 total wait time, 221 streets in the intersection
Street 481, intersection 499: 565 total wait time, 221 streets in the intersection
Street 157, intersection 499: 559 total wait time, 221 streets in the intersection
Street 189, intersection 499: 552 total wait time, 221 streets in the intersection
Street 529, intersection 499: 550 total wait time, 221 streets in the intersection
Street 301, intersection 499: 544 total wait time, 221 streets in the intersection
Street 493, intersection 499: 543 total wait time, 221 streets in the intersection
Street 877, intersection 499: 541 total wait time, 221 streets in the intersection
Street 489, intersection 499: 541 total wait time, 221 streets in the intersection
Street 593, intersection 499: 537 total wait time, 221 streets in the intersection
Street 445, intersection 499: 535 total wait time, 221 streets in the intersection
Street 813, intersection 499: 533 total wait time, 221 streets in the intersection
Street 905, intersection 499: 525 total wait time, 221 streets in the intersection
Street 137, intersection 499: 512 total wait time, 221 streets in the intersection
Street 585, intersection 499: 509 total wait time, 221 streets in the intersection
Street 369, intersection 499: 506 total wait time, 221 streets in the intersection
Street 829, intersection 499: 503 total wait time, 221 streets in the intersection
Street 469, intersection 499: 503 total wait time, 221 streets in the intersection
Street 917, intersection 499: 501 total wait time, 221 streets in the intersection
Street 133, intersection 499: 494 total wait time, 221 streets in the intersection
Street 541, intersection 499: 492 total wait time, 221 streets in the intersection
Street 37, intersection 499: 491 total wait time, 221 streets in the intersection
Street 969, intersection 499: 490 total wait time, 221 streets in the intersection
Street 373, intersection 499: 488 total wait time, 221 streets in the intersection
Street 845, intersection 499: 487 total wait time, 221 streets in the intersection
Street 805, intersection 499: 485 total wait time, 221 streets in the intersection
Street 825, intersection 499: 483 total wait time, 221 streets in the intersection
Street 729, intersection 499: 480 total wait time, 221 streets in the intersection
Street 149, intersection 499: 477 total wait time, 221 streets in the intersection
Street 717, intersection 499: 473 total wait time, 221 streets in the intersection
Street 933, intersection 499: 471 total wait time, 221 streets in the intersection
Street 389, intersection 499: 468 total wait time, 221 streets in the intersection
Street 949, intersection 499: 465 total wait time, 221 streets in the intersection
Street 197, intersection 499: 462 total wait time, 221 streets in the intersection
Street 433, intersection 499: 460 total wait time, 221 streets in the intersection
Street 93, intersection 499: 460 total wait time, 221 streets in the intersection
Street 957, intersection 499: 452 total wait time, 221 streets in the intersection
Street 577, intersection 499: 446 total wait time, 221 streets in the intersection
Street 749, intersection 499: 443 total wait time, 221 streets in the intersection
Street 49, intersection 499: 430 total wait time, 221 streets in the intersection
Street 57, intersection 499: 430 total wait time, 221 streets in the intersection
Street 793, intersection 499: 425 total wait time, 221 streets in the intersection
Street 937, intersection 499: 422 total wait time, 221 streets in the intersection
Street 697, intersection 499: 420 total wait time, 221 streets in the intersection
Street 265, intersection 499: 419 total wait time, 221 streets in the intersection
Street 385, intersection 499: 405 total wait time, 221 streets in the intersection
Street 297, intersection 499: 404 total wait time, 221 streets in the intersection
Street 941, intersection 499: 397 total wait time, 221 streets in the intersection
Street 361, intersection 499: 385 total wait time, 221 streets in the intersection
Street 561, intersection 499: 384 total wait time, 221 streets in the intersection
Street 345, intersection 499: 380 total wait time, 221 streets in the intersection
Street 261, intersection 499: 378 total wait time, 221 streets in the intersection
Street 409, intersection 499: 376 total wait time, 221 streets in the intersection
Street 165, intersection 499: 373 total wait time, 221 streets in the intersection
Street 453, intersection 499: 372 total wait time, 221 streets in the intersection
Street 785, intersection 499: 371 total wait time, 221 streets in the intersection
Street 977, intersection 499: 365 total wait time, 221 streets in the intersection
Street 173, intersection 499: 356 total wait time, 221 streets in the intersection
Street 661, intersection 499: 354 total wait time, 221 streets in the intersection
Street 277, intersection 499: 341 total wait time, 221 streets in the intersection
Street 329, intersection 499: 341 total wait time, 221 streets in the intersection
Street 129, intersection 499: 341 total wait time, 221 streets in the intersection
Street 45, intersection 499: 340 total wait time, 221 streets in the intersection
Street 153, intersection 499: 340 total wait time, 221 streets in the intersection
Street 981, intersection 499: 340 total wait time, 221 streets in the intersection
Street 549, intersection 499: 336 total wait time, 221 streets in the intersection
Street 757, intersection 499: 330 total wait time, 221 streets in the intersection
Street 457, intersection 499: 319 total wait time, 221 streets in the intersection
Street 1, intersection 499: 314 total wait time, 221 streets in the intersection
Street 741, intersection 499: 290 total wait time, 221 streets in the intersection
Street 213, intersection 499: 276 total wait time, 221 streets in the intersection
Street 881, intersection 499: 274 total wait time, 221 streets in the intersection
Street 401, intersection 499: 272 total wait time, 221 streets in the intersection
Street 101, intersection 499: 272 total wait time, 221 streets in the intersection
Street 677, intersection 499: 267 total wait time, 221 streets in the intersection
Street 993, intersection 499: 267 total wait time, 221 streets in the intersection
Street 77, intersection 499: 266 total wait time, 221 streets in the intersection
Street 289, intersection 499: 264 total wait time, 221 streets in the intersection
Street 653, intersection 499: 255 total wait time, 221 streets in the intersection
Street 633, intersection 499: 255 total wait time, 221 streets in the intersection
Street 393, intersection 499: 253 total wait time, 221 streets in the intersection
Street 313, intersection 499: 251 total wait time, 221 streets in the intersection
Street 753, intersection 499: 251 total wait time, 221 streets in the intersection
Street 869, intersection 499: 242 total wait time, 221 streets in the intersection
Street 321, intersection 499: 240 total wait time, 221 streets in the intersection
Street 461, intersection 499: 238 total wait time, 221 streets in the intersection
Street 65, intersection 499: 237 total wait time, 221 streets in the intersection
Street 601, intersection 499: 235 total wait time, 221 streets in the intersection
Street 853, intersection 499: 235 total wait time, 221 streets in the intersection
Street 989, intersection 499: 234 total wait time, 221 streets in the intersection
Street 997, intersection 499: 232 total wait time, 221 streets in the intersection
Street 121, intersection 499: 231 total wait time, 221 streets in the intersection
Street 801, intersection 499: 231 total wait time, 221 streets in the intersection
Street 973, intersection 499: 229 total wait time, 221 streets in the intersection
Street 897, intersection 499: 228 total wait time, 221 streets in the intersection
Street 861, intersection 499: 219 total wait time, 221 streets in the intersection
Street 405, intersection 499: 218 total wait time, 221 streets in the intersection
Street 161, intersection 499: 217 total wait time, 221 streets in the intersection
Street 849, intersection 499: 211 total wait time, 221 streets in the intersection
Street 821, intersection 499: 209 total wait time, 221 streets in the intersection
Street 841, intersection 499: 209 total wait time, 221 streets in the intersection
Street 689, intersection 499: 208 total wait time, 221 streets in the intersection
Street 309, intersection 499: 207 total wait time, 221 streets in the intersection
Street 953, intersection 499: 203 total wait time, 221 streets in the intersection
Street 117, intersection 499: 197 total wait time, 221 streets in the intersection
Street 353, intersection 499: 191 total wait time, 221 streets in the intersection
Street 245, intersection 499: 176 total wait time, 221 streets in the intersection
Street 29, intersection 499: 174 total wait time, 221 streets in the intersection
Street 773, intersection 499: 173 total wait time, 221 streets in the intersection
Street 113, intersection 499: 156 total wait time, 221 streets in the intersection
Street 185, intersection 499: 152 total wait time, 221 streets in the intersection
Street 425, intersection 499: 149 total wait time, 221 streets in the intersection
Street 645, intersection 499: 140 total wait time, 221 streets in the intersection
Street 597, intersection 499: 139 total wait time, 221 streets in the intersection
Street 945, intersection 499: 138 total wait time, 221 streets in the intersection
Street 273, intersection 499: 138 total wait time, 221 streets in the intersection
Street 125, intersection 499: 131 total wait time, 221 streets in the intersection
Street 901, intersection 499: 130 total wait time, 221 streets in the intersection
Street 765, intersection 499: 124 total wait time, 221 streets in the intersection
Street 889, intersection 499: 118 total wait time, 221 streets in the intersection
Street 293, intersection 499: 117 total wait time, 221 streets in the intersection
Street 217, intersection 499: 111 total wait time, 221 streets in the intersection
Street 789, intersection 499: 111 total wait time, 221 streets in the intersection
Street 573, intersection 499: 110 total wait time, 221 streets in the intersection
Street 761, intersection 499: 108 total wait time, 221 streets in the intersection
Street 865, intersection 499: 96 total wait time, 221 streets in the intersection
Street 705, intersection 499: 91 total wait time, 221 streets in the intersection
Street 381, intersection 499: 85 total wait time, 221 streets in the intersection
Street 657, intersection 499: 81 total wait time, 221 streets in the intersection
Street 257, intersection 499: 79 total wait time, 221 streets in the intersection
Street 685, intersection 499: 74 total wait time, 221 streets in the intersection
Street 505, intersection 499: 74 total wait time, 221 streets in the intersection
Street 513, intersection 499: 73 total wait time, 221 streets in the intersection
Street 873, intersection 499: 67 total wait time, 221 streets in the intersection
Street 517, intersection 499: 62 total wait time, 221 streets in the intersection
Street 13, intersection 499: 61 total wait time, 221 streets in the intersection
Street 325, intersection 499: 58 total wait time, 221 streets in the intersection
Street 525, intersection 499: 57 total wait time, 221 streets in the intersection
Street 69, intersection 499: 41 total wait time, 221 streets in the intersection
Street 965, intersection 499: 39 total wait time, 221 streets in the intersection
Street 609, intersection 499: 35 total wait time, 221 streets in the intersection
Street 533, intersection 499: 32 total wait time, 221 streets in the intersection
Street 485, intersection 499: 26 total wait time, 221 streets in the intersection
Street 673, intersection 499: 23 total wait time, 221 streets in the intersection
Street 797, intersection 499: 22 total wait time, 221 streets in the intersection
Street 721, intersection 499: 19 total wait time, 221 streets in the intersection
Street 560, intersection 281: 16 total wait time, 2 streets in the intersection
Street 53, intersection 499: 13 total wait time, 221 streets in the intersection
Round 66, no improvement
Greedy improver: 10 min wait time, 500 max streets per round
Street 89, intersection 499: 677 total wait time, 221 streets in the intersection
Street 233, intersection 499: 677 total wait time, 221 streets in the intersection
Street 665, intersection 499: 677 total wait time, 221 streets in the intersection
Street 225, intersection 499: 677 total wait time, 221 streets in the intersection
Street 365, intersection 499: 677 total wait time, 221 streets in the intersection
Street 141, intersection 499: 677 total wait time, 221 streets in the intersection
Street 713, intersection 499: 677 total wait time, 221 streets in the intersection
Street 833, intersection 499: 677 total wait time, 221 streets in the intersection
Street 621, intersection 499: 677 total wait time, 221 streets in the intersection
Street 477, intersection 499: 677 total wait time, 221 streets in the intersection
Street 341, intersection 499: 677 total wait time, 221 streets in the intersection
Street 909, intersection 499: 677 total wait time, 221 streets in the intersection
Street 209, intersection 499: 677 total wait time, 221 streets in the intersection
Street 17, intersection 499: 677 total wait time, 221 streets in the intersection
Street 589, intersection 499: 677 total wait time, 221 streets in the intersection
Street 613, intersection 499: 677 total wait time, 221 streets in the intersection
Street 25, intersection 499: 677 total wait time, 221 streets in the intersection
Street 581, intersection 499: 677 total wait time, 221 streets in the intersection
Street 285, intersection 499: 677 total wait time, 221 streets in the intersection
Street 145, intersection 499: 677 total wait time, 221 streets in the intersection
Street 781, intersection 499: 677 total wait time, 221 streets in the intersection
Street 109, intersection 499: 677 total wait time, 221 streets in the intersection
Street 205, intersection 499: 677 total wait time, 221 streets in the intersection
Street 569, intersection 499: 677 total wait time, 221 streets in the intersection
Street 565, intersection 499: 677 total wait time, 221 streets in the intersection
Street 269, intersection 499: 677 total wait time, 221 streets in the intersection
Street 769, intersection 499: 677 total wait time, 221 streets in the intersection
Street 537, intersection 499: 677 total wait time, 221 streets in the intersection
Street 649, intersection 499: 677 total wait time, 221 streets in the intersection
Street 545, intersection 499: 677 total wait time, 221 streets in the intersection
Street 501, intersection 499: 677 total wait time, 221 streets in the intersection
Street 41, intersection 499: 677 total wait time, 221 streets in the intersection
Street 377, intersection 499: 677 total wait time, 221 streets in the intersection
Street 333, intersection 499: 677 total wait time, 221 streets in the intersection
Street 9, intersection 499: 677 total wait time, 221 streets in the intersection
Street 253, intersection 499: 677 total wait time, 221 streets in the intersection
Street 893, intersection 499: 677 total wait time, 221 streets in the intersection
Street 337, intersection 499: 677 total wait time, 221 streets in the intersection
Street 73, intersection 499: 676 total wait time, 221 streets in the intersection
Street 669, intersection 499: 674 total wait time, 221 streets in the intersection
Street 317, intersection 499: 670 total wait time, 221 streets in the intersection
Street 473, intersection 499: 664 total wait time, 221 streets in the intersection
Street 553, intersection 499: 659 total wait time, 221 streets in the intersection
Street 929, intersection 499: 653 total wait time, 221 streets in the intersection
Street 281, intersection 499: 650 total wait time, 221 streets in the intersection
